aluno,questao,timestamp,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,emotion
3,Q1,9:05:50,0.04649275,0.951553762,0.0007933165,5.56408449e-05,1.488327e-05,0.00010079849,3.49288848e-06,0.0009853381,neutral
3,Q1,9:05:52,0.020697223,0.9780668,0.000493048,0.000221282884,3.44062319e-05,0.0003219696,9.122119e-06,0.000156167516,neutral
3,Q1,9:05:54,0.0225863121,0.97258395,0.00227811025,6.243835e-05,9.844257e-05,0.00017251294,1.783084e-05,0.00220038136,neutral
3,Q1,9:05:56,0.0462369621,0.943015,0.00194609,0.0007504792,0.000416717026,0.00430530775,0.0003293436,0.00300010224,neutral
3,Q1,9:05:58,0.0381958075,0.9545265,0.001885398,0.000230297141,0.000116698,0.0008866616,0.000103727252,0.0040549,neutral
3,Q1,9:06:00,0.0799586549,0.9024814,4.262483e-05,3.888368e-06,3.89075176e-05,0.00718926126,0.00426262524,0.00602268428,neutral
3,Q1,9:06:02,0.315331519,0.620090544,0.000146085484,7.69329054e-05,0.000349118549,0.03904707,0.0120700253,0.0128887044,neutral
3,Q1,9:06:06,0.300706953,0.6642652,0.0002862957,5.82314351e-05,9.766822e-05,0.0151259527,0.008429402,0.0110302959,neutral
3,Q1,9:06:08,0.04995353,0.7761079,0.001203628,0.00171992986,0.00028300425,0.166373834,0.00399415055,0.000363990926,neutral
3,Q1,9:06:10,0.05970524,0.9396209,3.975817e-05,3.19770515e-06,1.23553527e-05,0.0004997754,4.79643677e-05,7.077164e-05,neutral
3,Q1,9:06:12,0.177665725,0.818690658,0.000100565245,6.02726323e-05,0.000127247433,0.002098773,0.000652700546,0.0006040501,neutral
3,Q1,9:06:14,0.005809608,0.808051646,0.002091758,0.002617005,0.00035481446,0.169788584,8.84126639e-05,0.0111981416,neutral
4,Q1,9:42:15,0.00133196346,0.9380015,0.006441289,0.000285372749,0.003408308,0.0430863053,0.000118082135,0.00732718268,neutral
4,Q1,9:42:17,0.00364428037,0.970418036,0.00416657329,0.0004633028,0.006966015,0.008785828,0.000320086023,0.00523585128,neutral
4,Q1,9:42:19,0.00216785469,0.9541882,0.00228688261,0.0002269392,0.00545226829,0.0333233438,0.000198188849,0.002156312,neutral
4,Q1,11:01:43,0.00216514221,0.9874997,0.00349126942,0.000243655857,0.00238130661,0.00247504329,3.1698728e-05,0.0017121674,neutral
5,Q1,8:07:28,0.07836846,0.764531851,0.118734829,0.00681228051,0.0119376043,0.012185446,0.00312599144,0.00430355826,neutral
5,Q1,8:07:38,0.02156064,0.9213904,0.0120927617,0.00190043566,0.0105614457,0.02751233,0.003811087,0.00117089145,neutral
5,Q1,8:07:40,0.03141916,0.6747795,0.0296444613,0.0169851761,0.133857459,0.07222559,0.0405279472,0.0005607543,neutral
