aluno,questao,timestamp,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,emotion
1,Q18,14:50:47,0.0122127179,0.0121568013,9.648684e-06,1.57034465e-05,2.66240932e-06,0.9623281,0.0126846926,0.000589677831,surprise
1,Q18,14:50:52,0.273273468,0.70555526,0.0006692098,0.000201529663,3.76356729e-05,0.0174011327,0.00276824273,9.3482915e-05,neutral
1,Q18,14:51:22,0.01907946,0.9698405,0.000567895069,6.670308e-05,6.07411175e-06,0.005894757,0.00012346181,0.004421129,neutral
1,Q18,14:51:27,0.08268461,0.7467258,0.02580203,0.0007066611,0.0003074308,0.133590147,0.00609977264,0.0040835836,neutral
1,Q18,14:51:32,0.163603753,0.8164733,0.0119455187,0.0005244157,0.0005077579,0.00608395226,0.000407787185,0.0004535307,neutral
4,Q18,10:32:55,0.0040405537,0.982830346,0.000444485253,0.0004713344,0.000265601644,0.009626613,6.97783544e-05,0.00225131446,neutral
4,Q18,10:32:57,0.00312953466,0.9416883,0.00677722972,0.0011995422,0.009846809,0.0350977443,0.00102987944,0.00123098551,neutral
4,Q18,10:32:59,0.0007781662,0.5155124,0.000137601513,0.0005429389,0.005501114,0.476431042,0.0002908355,0.0008059272,neutral
4,Q18,10:33:01,0.000889704446,0.273538858,8.11122154e-05,0.00220175833,0.01698502,0.7047354,0.000186903126,0.00138126942,surprise
4,Q18,10:33:03,0.009473766,0.747406363,0.008777617,0.02228471,0.104360364,0.09580802,0.00338468258,0.00850447547,neutral
4,Q18,10:33:07,0.00223031756,0.994801342,0.00135944481,1.32589939e-05,0.000172188447,0.0008258545,3.264085e-05,0.000564974151,neutral
4,Q18,10:33:09,0.00171096879,0.9956992,0.000254172657,2.54159932e-05,0.0005317721,0.00142200233,2.6943897e-05,0.000329516624,neutral
4,Q18,10:33:11,0.00133046263,0.9967448,0.0003628711,4.448795e-05,0.000377780641,0.0007621211,8.989535e-06,0.000368481444,neutral
4,Q18,10:33:13,0.00383254886,0.9882988,0.00107662275,9.063371e-05,0.000485445024,0.005352022,0.00014015098,0.0007237995,neutral
4,Q18,10:33:15,0.00665324274,0.9710323,0.0113718165,0.0007250649,0.002827601,0.004789652,0.0002831283,0.002317145,neutral
4,Q18,10:33:17,0.005505101,0.9369959,0.0201587062,0.001185444,0.009480039,0.0216185357,0.00142252585,0.003633701,neutral
4,Q18,10:33:19,0.001264453,0.9942527,0.003357288,1.29625332e-05,0.000420887663,0.000166842467,5.473471e-06,0.000519410765,neutral
4,Q18,10:33:21,0.0016407175,0.995673835,0.001498379,1.78668943e-05,0.0005306683,0.0005084858,2.12434988e-05,0.000108789485,neutral
4,Q18,10:33:25,0.02949808,0.9670504,0.000560459448,6.882847e-05,0.00130806025,0.00121939043,0.000204270516,9.056552e-05,neutral
4,Q18,10:33:29,0.00251712929,0.9936668,0.000356425822,9.914744e-05,0.00101049978,0.00147248851,3.34999568e-05,0.0008439822,neutral
4,Q18,10:33:31,0.002263079,0.953600943,0.000184729928,0.00013654244,0.000347548572,0.04318347,0.000207583391,7.60928961e-05,neutral
4,Q18,10:33:33,0.00241201138,0.996001542,0.000874793157,4.76868263e-05,0.000229135927,0.000333766831,3.278726e-06,9.780615e-05,neutral
4,Q18,10:33:35,0.00193843723,0.99420923,0.00235281722,6.53513871e-06,0.000216404165,0.00069562014,7.737409e-05,0.0005035647,neutral
4,Q18,10:33:37,0.00144534383,0.9842962,0.0090382,9.236444e-05,0.00347842043,0.000391823065,3.34509059e-05,0.00122421188,neutral
4,Q18,10:33:39,0.00052346813,0.996398,0.00172011869,4.5560223e-06,0.0002529777,1.52284374e-05,1.13431076e-06,0.00108453422,neutral
