aluno,questao,timestamp,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,emotion
1,Q9,14:25:12,0.000167797145,0.410261422,0.003328776,2.971317e-06,1.42820636e-06,2.33634182e-05,2.85915025e-08,0.5862142,happiness
1,Q9,14:25:17,0.00043667687,0.44248867,0.00219136151,0.000344992761,0.000387925,0.553496063,0.000457144022,0.000197154077,surprise
1,Q9,14:25:22,0.06428253,0.8603754,0.00180588162,2.627725e-05,6.113782e-05,0.07277707,0.000621419866,5.0306815e-05,neutral
1,Q9,14:25:27,0.00260954234,0.9955167,0.000124645056,3.40831275e-06,1.19801571e-05,0.00109934958,2.619798e-05,0.000608182454,neutral
1,Q9,15:22:22,0.157708034,0.6793818,0.000151826593,3.11449949e-05,0.000112728136,0.158381775,0.003928519,0.0003042087,neutral
3,Q9,9:00:24,0.0538981371,0.9445531,0.0005416505,0.000128018553,0.000100182464,0.000507582154,7.335827e-05,0.0001979801,neutral
3,Q9,9:00:26,0.04151145,0.9574943,0.000341099,6.201752e-05,5.191839e-05,0.0003589821,3.51599047e-05,0.000145073136,neutral
3,Q9,9:00:28,0.02034772,0.865773261,0.07330431,0.0009908873,0.000237759872,0.00194602064,9.61459737e-05,0.0373038873,neutral
3,Q9,9:00:30,0.186834991,0.7227183,0.08584403,0.000264360831,0.000235260188,0.000313262164,0.000211178092,0.00357863936,neutral
3,Q9,9:00:32,0.15196158,0.838822246,0.0006095491,2.321406e-05,6.623623e-05,0.00149273127,0.00128429662,0.00574012939,neutral
3,Q9,9:00:34,0.004434798,0.983927369,1.41048431e-05,6.23051938e-06,7.8283425e-05,0.00395926973,0.0003534999,0.00722643733,neutral
3,Q9,9:00:36,0.121252745,0.847627342,0.008281776,0.0005779216,0.0003360029,0.00145893451,0.00131024106,0.01915506,neutral
3,Q9,9:00:38,0.122905485,0.862774,0.004174347,0.00022031767,0.000118580516,0.0006727507,0.0005839522,0.008550546,neutral
3,Q9,9:00:40,0.133404419,0.852878034,0.00236641266,0.000139338939,9.181854e-05,0.000597034057,0.0009560725,0.009566877,neutral
3,Q9,9:00:42,0.161960945,0.824483037,0.002865879,0.0002770904,0.000162319586,0.00119959447,0.002059553,0.0069915927,neutral
3,Q9,9:00:44,0.126351461,0.8600023,0.002825288,0.000198086389,8.62891538e-05,0.0007442709,0.00119654986,0.008595783,neutral
3,Q9,9:00:46,0.173761576,0.8170542,0.002475814,0.000214785032,0.000138296062,0.000726334,0.00109266327,0.004536342,neutral
3,Q9,9:00:48,0.0759426951,0.921315849,0.00120888255,6.010332e-05,5.36218176e-05,0.00023185699,0.000262457936,0.000924505934,neutral
3,Q9,9:00:50,0.1291925,0.8562993,0.0008236948,0.000819435634,0.00019879613,0.01034487,0.00131171418,0.00100971258,neutral
3,Q9,9:00:52,0.017802462,0.949281752,0.00588061428,0.0001707596,0.0001522413,0.00020491035,9.120472e-06,0.0264981333,neutral
3,Q9,9:00:54,0.5629027,0.430871934,0.00171598839,0.000483581651,0.00289154286,0.000416117953,0.000521583541,0.000196580833,sadness
3,Q9,9:00:56,0.250650764,0.7449221,0.002679002,0.000194253837,0.000635880162,0.000256456638,9.994106e-05,0.000561616267,neutral
3,Q9,9:00:58,0.10468597,0.8889511,0.004509326,0.000136678165,0.00011686088,0.000587637245,9.272853e-05,0.00091967656,neutral
3,Q9,9:01:00,0.507574,0.439905077,0.00029547335,0.000149257292,0.000213082239,0.0144572034,0.0117233973,0.0256824847,sadness
3,Q9,9:01:02,0.097796604,0.757460058,0.00177119009,0.0003148099,0.00115374837,0.01533439,0.0100389551,0.116130248,neutral
3,Q9,9:01:04,0.0814011842,0.909520268,0.00372359715,0.0008642514,0.0006834679,0.00236879755,0.000329727744,0.00110870309,neutral
3,Q9,9:01:06,0.00160236564,0.973216355,0.004688722,3.29453542e-05,5.81349559e-05,0.00010015053,9.738642e-07,0.020300366,neutral
3,Q9,9:01:08,0.000936547,0.9799072,0.00480915932,1.42680165e-05,4.25133148e-05,3.5393452e-05,5.176912e-07,0.0142544108,neutral
3,Q9,9:01:10,0.003153352,0.9959527,0.000512484054,7.53884842e-06,2.023416e-05,0.000103027189,1.52989321e-06,0.0002490816,neutral
3,Q9,9:01:12,0.0162176378,0.981977463,0.0006769998,5.43753049e-05,7.29541061e-05,0.0004499704,1.05483341e-05,0.000540077745,neutral
3,Q9,9:01:14,0.0237585511,0.9711088,0.00187320472,0.000181005642,6.68507855e-05,0.0005430177,1.33384447e-05,0.00245526526,neutral
3,Q9,9:01:16,0.07645555,0.9204757,0.0009267581,0.000222533956,0.0002188329,0.00115393463,4.66023448e-05,0.000500100141,neutral
3,Q9,9:06:36,0.0105395485,0.8949014,0.00211464451,0.005300032,0.000445459329,0.0835998952,0.000151969492,0.002947058,neutral
3,Q9,9:17:06,0.035804417,0.9405742,0.01814476,0.0009250541,0.0008961298,0.0005518453,5.050125e-05,0.00305308751,neutral
3,Q9,9:17:08,0.596213639,0.389141619,0.000295309175,0.000907559239,0.000361851417,0.00431628665,0.00161672547,0.00714699365,sadness
3,Q9,9:17:10,0.8086926,0.188190877,0.000183453754,3.861496e-05,5.56763225e-05,0.0008402975,0.00177722424,0.000221286624,sadness
3,Q9,9:17:12,0.07584501,0.921341658,0.000839253946,0.000156003283,0.000123868376,0.000828336459,0.000114430019,0.000751420448,neutral
3,Q9,9:17:14,0.04580177,0.953366756,0.000304119283,1.99286478e-05,8.434495e-05,0.000216562577,5.97389553e-05,0.000146792881,neutral
3,Q9,9:17:16,0.027358219,0.9704313,0.0007199995,3.93738374e-05,2.042419e-05,0.000167004575,7.957023e-06,0.00125568581,neutral
3,Q9,9:17:18,0.045553185,0.9533054,0.000362853782,4.012618e-05,2.36423384e-05,0.00015054243,1.24601347e-05,0.0005517905,neutral
3,Q9,9:17:20,0.0228493568,0.975990534,0.00045448952,7.333459e-05,4.46439735e-05,0.0002593226,1.23353157e-05,0.000315989979,neutral
3,Q9,9:17:22,0.0427490063,0.9562803,0.000262731017,4.03534032e-05,4.022868e-05,0.000287615083,2.22833114e-05,0.00031748644,neutral
3,Q9,9:17:24,0.0976109058,0.8988313,0.0008369136,0.000148703286,0.000132095316,0.000654878153,0.000160456024,0.00162473589,neutral
3,Q9,9:17:26,0.5506877,0.445645422,0.001204305,0.0002500496,6.95679046e-05,8.727651e-05,6.05699752e-05,0.00199515652,sadness
3,Q9,9:17:28,0.0689777,0.8437316,0.000799692934,0.0035707925,0.000594088633,0.0783873349,0.00283954386,0.00109927275,neutral
3,Q9,9:17:30,0.195605889,0.7970235,0.00196399167,0.000134196671,6.393217e-05,5.97958278e-05,1.50996748e-05,0.005133613,neutral
3,Q9,9:17:32,0.06000639,0.9355987,0.00177205319,0.000129322332,2.70797354e-05,0.000152821362,8.635762e-06,0.0023050122,neutral
3,Q9,9:17:34,0.02432582,0.969507,0.004517208,0.0002057928,0.0001389646,0.000214685642,1.25657543e-05,0.00107800367,neutral
