timestamp,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,emotion
8:07:55,0.08960965,0.858963549,0.0228758715,0.00538130337,0.0027842375,0.0113219377,0.003278044,0.00578541029,neutral
8:07:57,0.03346271,0.9221222,0.0235991,0.003969782,0.00276368717,0.008774055,0.00116342877,0.00414503273,neutral
8:07:59,0.0226525236,0.930993855,0.0186154284,0.00359381526,0.004012415,0.01609187,0.00121506432,0.00282500149,neutral
8:08:03,0.011204619,0.8680586,0.0128967455,0.00446027843,0.00412990525,0.0397661254,0.00276494515,0.0567187369,neutral
8:08:05,0.0661786,0.8766383,0.0299993157,0.00435628928,0.00585947325,0.005706162,0.001345384,0.009916509,neutral
8:08:07,0.0276118349,0.864156246,0.07222902,0.004454208,0.00684028352,0.00561307743,0.0009639251,0.0181314219,neutral
8:08:09,0.209101692,0.7078968,0.04690119,0.008263817,0.00664316537,0.00572411856,0.003940332,0.01152887,neutral
8:08:17,0.12982142,0.8060826,0.03379132,0.007363741,0.0097038,0.003856277,0.00151942,0.007861397,neutral
8:08:19,0.08238039,0.84074533,0.03420232,0.00739979651,0.0151166469,0.007898421,0.00296961237,0.009287499,neutral
8:08:25,0.215501383,0.68067354,0.0438958965,0.0104157347,0.0164614487,0.01594175,0.009999467,0.00711078243,neutral
8:08:29,0.0753875151,0.854264736,0.03159146,0.007498744,0.0104576144,0.00728807,0.00226379069,0.011248095,neutral
8:08:31,0.0568055,0.878174841,0.0334207676,0.00564876571,0.0118475333,0.003142192,0.0008170557,0.0101433527,neutral
8:08:49,0.05728167,0.8885566,0.0268443823,0.005187689,0.008617012,0.00434753345,0.0008188639,0.008346257,neutral
8:08:51,0.06228799,0.868422,0.0301255882,0.00752468454,0.0121150687,0.0057036127,0.00169926311,0.0121217947,neutral
8:08:55,0.0512815,0.876012564,0.0331481472,0.007103044,0.009996065,0.00706992857,0.002062777,0.0133259958,neutral
8:08:59,0.0462186746,0.88501817,0.0373246521,0.007782535,0.008392791,0.00303148921,0.00055468065,0.01167701,neutral
8:09:03,0.08458438,0.851790369,0.02677712,0.00692770444,0.0102623068,0.00390262436,0.001278985,0.014476534,neutral
8:09:07,0.0507295,0.90489763,0.0187837034,0.004336532,0.0076087825,0.00256750756,0.0005627842,0.0105135366,neutral
8:09:09,0.05137596,0.894866645,0.0227767117,0.006845132,0.008584269,0.003989377,0.000877176761,0.0106847128,neutral
8:09:13,0.03859473,0.8893655,0.04353299,0.00314103323,0.00481906952,0.0091725355,0.00100422464,0.0103698941,neutral
8:09:21,0.132637337,0.7624578,0.06989113,0.0052606,0.0141351363,0.00384921045,0.000872599136,0.0108961621,neutral
8:09:23,0.03515865,0.901023746,0.04349081,0.00274006138,0.004282771,0.00161944935,0.000310310075,0.0113742016,neutral
8:09:25,0.08819412,0.8126389,0.07280121,0.0059959814,0.006066718,0.00188853568,0.000349122478,0.0120654432,neutral
8:09:27,0.129558668,0.786291659,0.04910753,0.006248474,0.006710888,0.0132707916,0.00237644184,0.00643555,neutral
8:09:35,0.111991413,0.8150673,0.0410959348,0.005469022,0.0114732133,0.00210532919,0.0004399227,0.0123578794,neutral
8:09:39,0.09042904,0.776831567,0.0915619358,0.00582413143,0.0111497194,0.003161088,0.0005413877,0.0205010977,neutral
8:09:41,0.115531474,0.817819357,0.04197806,0.0067830286,0.00882732,0.00166097237,0.000409848784,0.006989954,neutral
8:09:43,0.10859026,0.8249275,0.04415003,0.0035092968,0.00589157874,0.00687678251,0.0007517546,0.00530278264,neutral
8:09:45,0.150204316,0.744501233,0.0669808,0.008791149,0.0135870706,0.002219078,0.0007117344,0.0130046112,neutral
8:09:49,0.07562304,0.820858836,0.06522957,0.009038795,0.00701766973,0.005801596,0.00118346745,0.0152469976,neutral
8:09:51,0.09722723,0.774812,0.07527948,0.0107863788,0.0168527048,0.0126719531,0.001772928,0.0105973193,neutral
8:09:53,0.04694255,0.8839916,0.027646916,0.00624940358,0.009936236,0.0109861456,0.00231448351,0.01193264,neutral
8:09:55,0.050315056,0.839364,0.07316505,0.005385068,0.00264067343,0.0107623888,0.00396183,0.0144059258,neutral
8:10:03,0.18648833,0.7414913,0.06087054,0.00194533239,0.00407731766,0.00204547,0.000704612467,0.00237707421,neutral
8:10:03,0.165114641,0.7740299,0.05088904,0.002028289,0.00359775778,0.00217163935,0.000579676533,0.001589028,neutral
8:10:05,0.186906174,0.695918441,0.10128098,0.003285753,0.00339974742,0.00665976061,0.00118440855,0.001364747,neutral
8:10:11,0.0211869422,0.9559608,0.0175032243,0.0005787944,0.00184617087,0.00141100131,9.306899e-05,0.00141997007,neutral
