19/6/2017-14:27:9;1;Giovanamaia;1497896823241;click;questionario.html#;radio;div;752;582
19/6/2017-14:27:9;1;Giovanamaia;1497896824728;click;questionario.html#;C:9:H:1-2 btn btn-info btn-lg;button;383;609
19/6/2017-14:27:19;1;Giovanamaia;1497896835155;click;questionario.html#;Q:9:H:1-2 btn btn-info btn-lg;div;153;463
19/6/2017-14:27:19;1;Giovanamaia;1497896836423;click;questionario.html#;C:9:H:1-2 btn btn-info btn-lg;button;388;621
19/6/2017-14:27:21;1;Giovanamaia;1497896837871;click;questionario.html#;Q:9:H:1-2 btn btn-info btn-lg;div;167;599
19/6/2017-14:27:33;1;Giovanamaia;1497896849885;click;questionario.html#;C:9:H:1-2 btn btn-info btn-lg;button;391;618
19/6/2017-14:28:26;1;Giovanamaia;1497896904824;click;questionario.html#;Q:9:H:1-2 btn btn-info btn-lg;div;56;516
19/6/2017-14:28:38;1;Giovanamaia;1497896917458;click;questionario.html#;Q:9:H:1-2:D;input;213;580
19/6/2017-14:28:45;1;Giovanamaia;1497896921315;click;questionario.html#;Q:10:H:1-2 list-group-item;a;138;374
19/6/2017-14:28:47;1;Giovanamaia;1497896925307;click;questionario.html#;Q:10:H:1-2:B;input;232;481
19/6/2017-14:28:49;1;Giovanamaia;1497896926351;click;questionario.html#;Q:11:H:1-2 list-group-item;a;139;535
19/6/2017-14:28:59;1;Giovanamaia;1497896935318;click;questionario.html#;Q:10:H:1-2 list-group-item;a;157;533
19/6/2017-14:29:12;1;Giovanamaia;1497896951904;click;questionario.html#;Q:11:H:1-2 list-group-item;a;161;540
19/6/2017-14:30:39;1;Giovanamaia;1497897038314;click;questionario.html#;Q:11:H:1-2:A;input;217;621
19/6/2017-14:30:42;1;Giovanamaia;1497897041728;click;questionario.html#;Q:12:H:1-2 list-group-item;a;142;454
19/6/2017-14:30:58;1;Giovanamaia;1497897057955;click;questionario.html#;;label;315;699
19/6/2017-14:30:58;1;Giovanamaia;1497897058033;click;questionario.html#;Q:12:H:1-2:E;input;315;699
19/6/2017-14:31:3;1;Giovanamaia;1497897063169;click;questionario.html#;Q:12:H:1-2:E;input;225;549
19/6/2017-14:31:4;1;Giovanamaia;1497897064105;click;questionario.html#;Q:12:H:1-2:E;input;225;550
19/6/2017-14:31:5;1;Giovanamaia;1497897064743;click;questionario.html#;Q:12:H:1-2:E;input;221;554
19/6/2017-14:31:6;1;Giovanamaia;1497897065503;click;questionario.html#;;label;218;519
19/6/2017-14:31:6;1;Giovanamaia;1497897065571;click;questionario.html#;Q:12:H:1-2:D;input;218;519
19/6/2017-14:31:6;1;Giovanamaia;1497897066016;click;questionario.html#;;div;238;591
19/6/2017-14:31:11;1;Giovanamaia;1497897070302;click;questionario.html#;Q:12:H:1-2:D;input;214;634
19/6/2017-14:31:11;1;Giovanamaia;1497897071119;click;questionario.html#;Q:12:H:1-2:D;input;217;637
19/6/2017-14:31:12;1;Giovanamaia;1497897071706;click;questionario.html#;Q:12:H:1-2:D;input;216;639
19/6/2017-14:31:13;1;Giovanamaia;1497897072483;click;questionario.html#;Q:12:H:1-2:D;input;213;639
19/6/2017-14:31:13;1;Giovanamaia;1497897072574;click;questionario.html#;Q:12:H:1-2:D;input;210;640
19/6/2017-14:31:13;1;Giovanamaia;1497897072682;click;questionario.html#;Q:12:H:1-2:D;input;214;644
19/6/2017-14:31:36;1;Giovanamaia;1497897096216;click;questionario.html#;Q:14:H:1-2 list-group-item;a;142;554
19/6/2017-14:32:5;1;Giovanamaia;1497897124848;click;questionario.html#;Q:15:H:1-2 list-group-item;a;107;631
19/6/2017-14:32:11;1;Giovanamaia;1497897131146;click;questionario.html#;Q:40:H:1-2 list-group-item;a;141;689
19/6/2017-14:32:13;1;Giovanamaia;1497897132673;click;questionario.html#;Q:14:H:1-2 list-group-item;a;137;729
19/6/2017-14:32:18;1;Giovanamaia;1497897137569;click;questionario.html#;Q:14:H:1-2 list-group-item;a;146;595
19/6/2017-14:32:20;1;Giovanamaia;1497897140241;click;questionario.html#;Q:13:H:1-2 list-group-item;a;141;666
19/6/2017-14:32:23;1;Giovanamaia;1497897142944;click;questionario.html#;Q:12:H:1-2 list-group-item;a;134;656
19/6/2017-14:32:26;1;Giovanamaia;1497897145676;click;questionario.html#;Q:13:H:1-2 list-group-item;a;148;637
19/6/2017-14:32:48;1;Giovanamaia;1497897167795;click;questionario.html#;Q:13:H:1-2 list-group-item;body;1106;507
19/6/2017-14:32:58;1;Giovanamaia;1497897177584;click;questionario.html#;Q:13:H:1-2 list-group-item;body;860;644
19/6/2017-14:33:59;1;Giovanamaia;1497897238500;click;questionario.html#;Q:13:H:1-2:B;input;218;457
19/6/2017-14:34:3;1;Giovanamaia;1497897243118;click;questionario.html#;Q:14:H:1-2 list-group-item;a;131;436
19/6/2017-14:35:22;1;Giovanamaia;1497897321347;click;questionario.html#;Q:15:H:1-2 list-group-item;a;108;551
19/6/2017-14:36:39;1;Giovanamaia;1497897398786;click;questionario.html#;Q:16:H:1-2 list-group-item;a;102;576
19/6/2017-14:36:44;1;Giovanamaia;1497897403334;click;questionario.html#;Q:15:H:1-2 list-group-item;a;101;641
19/6/2017-14:36:45;1;Giovanamaia;1497897404751;click;questionario.html#;Q:11:H:1-2 list-group-item;a;95;613
19/6/2017-14:36:47;1;Giovanamaia;1497897407191;click;questionario.html#;Q:14:H:1-2 list-group-item;a;66;613
19/6/2017-14:36:50;1;Giovanamaia;1497897409653;click;questionario.html#;Q:11:H:1-2 list-group-item;a;53;581
19/6/2017-14:36:53;1;Giovanamaia;1497897412771;click;questionario.html#;Q:5:H:1-1 list-group-item;a;80;364
19/6/2017-14:36:54;1;Giovanamaia;1497897413934;click;questionario.html#;Q:2:H:1-1 list-group-item;a;79;261
19/6/2017-14:36:56;1;Giovanamaia;1497897415638;click;questionario.html#;Q:1:H:1-1 list-group-item;a;51;197
