13:37:20-Adrianeleite-2017-06-19-13:37:39.png$[]
13:37:22-Adrianeleite-2017-06-19-13:37:29.png$[]
13:37:24-Adrianeleite-2017-06-19-13:38:04.png$[{"faceRectangle":{"height":277,"left":294,"top":202,"width":300},"scores":{"anger":0.05842216,"contempt":3.75266573E-05,"disgust":0.0177802052,"fear":0.00123612373,"happiness":0.9098509,"neutral":0.00210863724,"sadness":0.004683877,"surprise":0.005880604}}]
13:37:26-Adrianeleite-2017-06-19-13:37:34.png$[{"faceRectangle":{"height":214,"left":262,"top":265,"width":216},"scores":{"anger":0.06742947,"contempt":1.35759549E-07,"disgust":0.00216783932,"fear":0.0007341469,"happiness":0.925104,"neutral":1.29011187E-05,"sadness":0.000711918,"surprise":0.003839574}}]
13:37:28-Adrianeleite-2017-06-19-13:37:36.png$[{"faceRectangle":{"height":221,"left":267,"top":258,"width":238},"scores":{"anger":0.00685386267,"contempt":9.8937E-08,"disgust":0.000581234752,"fear":3.530641E-05,"happiness":0.9911622,"neutral":1.46648563E-05,"sadness":0.000389872148,"surprise":0.0009627533}}]
13:37:30-Adrianeleite-2017-06-19-13:37:37.png$[]
13:37:32-Adrianeleite-2017-06-19-13:37:41.png$[]
13:37:34-Adrianeleite-2017-06-19-13:37:43.png$[{"faceRectangle":{"height":198,"left":223,"top":230,"width":198},"scores":{"anger":0.0007567932,"contempt":0.0009529692,"disgust":0.0008277132,"fear":0.00184712175,"happiness":0.0124278115,"neutral":0.9187548,"sadness":0.04550164,"surprise":0.0189311467}}]
13:37:36-Adrianeleite-2017-06-19-13:37:38.png$[]
13:37:40-Adrianeleite-2017-06-19-13:37:43.png$[]
13:37:42-Adrianeleite-2017-06-19-13:37:48.png$[]
13:37:44-Adrianeleite-2017-06-19-13:37:55.png$[]
13:37:46-Adrianeleite-2017-06-19-13:38:09.png$[]
13:37:48-Adrianeleite-2017-06-19-13:39:01.png$[]
13:37:50-Adrianeleite-2017-06-19-13:38:02.png$[]
13:37:52-Adrianeleite-2017-06-19-13:38:24.png$[]
13:37:54-Adrianeleite-2017-06-19-13:38:15.png$[]
13:37:56-Adrianeleite-2017-06-19-13:38:15.png$[]
