photo,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,aluno
8:07:28-aluno5-2017-06-19-08:07:29.png,0.07836846,0.764531851,0.118734829,0.00681228051,0.0119376043,0.012185446,0.00312599144,0.00430355826,aluno5
8:07:38-aluno5-2017-06-19-08:07:40.png,0.02156064,0.9213904,0.0120927617,0.00190043566,0.0105614457,0.02751233,0.003811087,0.00117089145,aluno5
8:07:40-aluno5-2017-06-19-08:07:44.png,0.03141916,0.6747795,0.0296444613,0.0169851761,0.133857459,0.07222559,0.0405279472,0.0005607543,aluno5
8:07:44-aluno5-2017-06-19-08:07:45.png,0.24462752,0.693247139,0.008300009,0.00270715216,0.016943438,0.0183722768,0.015647823,0.00015466036,aluno5
8:07:46-aluno5-2017-06-19-08:07:50.png,0.2599871,0.506806433,0.0598035567,0.02017532,0.14541921,0.00472422969,0.002400955,0.0006832438,aluno5
8:07:52-aluno5-2017-06-19-08:07:54.png,0.1400097,0.688920259,0.01999234,0.013045392,0.007736514,0.07080077,0.0589778,0.00051723863,aluno5
8:07:54-aluno5-2017-06-19-08:07:56.png,0.0661616251,0.7623117,0.03378287,0.014374529,0.00599647127,0.06849208,0.0330091342,0.0158716142,aluno5
8:07:56-aluno5-2017-06-19-08:08:01.png,0.06594589,0.8718621,0.0190432724,0.00392761,0.006702091,0.02270458,0.009053956,0.000760466442,aluno5
8:08:02-aluno5-2017-06-19-08:08:06.png,0.0129136043,0.944689453,0.00377497356,0.00118248956,0.003469192,0.0288773235,0.00328100217,0.00181196048,aluno5
8:08:10-aluno5-2017-06-19-08:08:11.png,0.0128157316,0.691782951,0.0109765325,0.00346933585,0.0058447,0.263843834,0.008789059,0.002477839,aluno5
8:08:22-aluno5-2017-06-19-08:08:24.png,0.0341393836,0.6168682,0.0416824669,0.07274756,0.206631273,0.0184611473,0.00493707042,0.004532913,aluno5
8:08:26-aluno5-2017-06-19-08:08:28.png,0.0104335891,0.926774561,0.0141084762,0.00183395424,0.00376975373,0.01851594,0.00116838561,0.0233953185,aluno5
8:08:32-aluno5-2017-06-19-08:08:34.png,0.106569819,0.746032,0.06853065,0.0145037677,0.051327575,0.00339150871,0.00238557369,0.00725908345,aluno5
8:08:34-aluno5-2017-06-19-08:08:35.png,0.0550517142,0.818104565,0.0159464385,0.0105195064,0.0213640239,0.0584780276,0.01820425,0.00233148644,aluno5
8:08:38-aluno5-2017-06-19-08:08:39.png,0.1481976,0.765838,0.0231408775,0.0076861144,0.02324847,0.0143483542,0.0164573733,0.001083165,aluno5
8:08:40-aluno5-2017-06-19-08:08:41.png,0.122949839,0.499263555,0.0439732522,0.0515515581,0.155644834,0.0479710922,0.07656214,0.00208373833,aluno5
8:08:50-aluno5-2017-06-19-08:08:52.png,0.0863370746,0.682598,0.06402091,0.104740806,0.03708578,0.008913252,0.00314973085,0.0131544275,aluno5
8:08:52-aluno5-2017-06-19-08:08:53.png,0.233192414,0.666294038,0.02360579,0.0482746251,0.0108328825,0.004433244,0.00621461635,0.00715236552,aluno5
8:08:56-aluno5-2017-06-19-08:08:58.png,0.235983908,0.6521525,0.0605088323,0.03007343,0.0140622659,0.0008228384,0.0002574926,0.00613873964,aluno5
