timestamp,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,emotion
10:00:01,0.00182572159,0.996700466,0.000771300634,5.75706872e-06,0.000246643816,0.0003690682,6.77225034e-06,7.427404e-05,neutral
10:00:03,0.00246360432,0.995434165,0.0010351938,4.38528059e-06,0.0005670285,0.000399812852,1.38656533e-05,8.19270863e-05,neutral
10:00:05,0.00157619477,0.997262836,0.000502728159,6.762434e-07,7.264816e-05,0.00010262576,5.414662e-06,0.000476874,neutral
10:00:07,0.00294087,0.995990455,0.000541042653,2.2441177e-06,0.000224385891,0.000232949547,1.60460113e-05,5.20160538e-05,neutral
10:00:09,0.0111947814,0.985138059,0.00162552809,2.30530768e-05,0.0007212907,0.000782108866,7.32927147e-05,0.000441894459,neutral
10:00:11,0.00152387691,0.997797847,3.359024e-05,3.434694e-06,9.448436e-05,0.000499161542,5.677042e-06,4.19579e-05,neutral
10:00:13,0.00201537483,0.9831473,0.008183664,4.277047e-05,0.0006229304,0.00123617309,9.168402e-06,0.00474256976,neutral
10:00:15,0.00175740465,0.9929399,0.002534532,3.748958e-05,0.0007691867,0.001194523,1.51693348e-05,0.000751797168,neutral
10:00:17,0.0007532494,0.997032,0.00033952,7.967994e-06,0.000169604231,0.00116759713,5.05003527e-06,0.000524995,neutral
10:00:23,0.00469130324,0.9897923,0.002870007,4.0343908e-05,0.0007763084,0.000474822125,6.801315e-05,0.00128689024,neutral
10:00:25,0.00107619551,0.9901193,0.00262959651,1.3776109e-05,0.000408900232,0.00215610233,2.45220144e-05,0.00357161229,neutral
10:00:27,0.000437703828,0.9979086,0.00110855885,4.361042e-06,0.000291460165,6.21739237e-05,5.2443994e-07,0.000186634512,neutral
10:00:29,0.000184468168,0.999089,0.0001822874,4.759568e-06,4.170219e-05,0.00025126338,4.854513e-07,0.000246060663,neutral
10:00:31,0.00121429772,0.98050046,0.000574740232,0.000315975572,0.00330593856,0.0136581147,8.485847e-05,0.000345590641,neutral
10:00:33,0.009239256,0.9562307,0.00155375572,0.000266681076,0.00168916129,0.02909509,0.000632616866,0.00129273348,neutral
10:00:35,0.002347845,0.9917118,0.00159995863,2.17009529e-05,0.000139261771,0.0001808348,5.11460848e-06,0.00399346836,neutral
10:00:37,0.0003734491,0.998778045,0.000371150469,5.272954e-06,3.75226737e-05,0.0001694005,7.98234737e-07,0.000264355825,neutral
10:00:39,0.001011305,0.9973639,0.000749605359,7.45929174e-06,0.000213627733,0.000483053853,8.903728e-06,0.000162118173,neutral
10:00:41,0.000727986568,0.9985489,0.000120147859,5.70539e-06,3.767526e-05,0.000437440351,1.39340318e-06,0.000120729273,neutral
10:00:43,0.00155388366,0.9919173,0.0009832876,7.663312e-05,0.00141704443,0.003776105,3.762169e-05,0.000238119945,neutral
10:00:45,0.0009029389,0.99648577,0.000389612658,2.12865871e-05,0.0003684707,0.00162381353,1.01421338e-05,0.000197989517,neutral
10:00:47,0.0008395454,0.996495843,0.0002371753,2.46720574e-05,0.000294772239,0.00187138363,1.38853e-05,0.000222709568,neutral
10:00:49,0.0005456256,0.9953074,0.000294935249,1.623752e-05,0.000157452479,0.00333966641,1.23344425e-05,0.0003263428,neutral
10:00:51,0.00112300355,0.9906527,0.00376521028,0.000104514191,0.002187799,0.00169802958,2.52298942e-05,0.0004435112,neutral
10:00:53,0.0009688843,0.9922029,0.00496943528,3.16282567e-05,0.00100179494,0.000241971036,2.84199677e-06,0.000580595632,neutral
10:00:55,0.002174191,0.988857865,0.00445858948,0.000122165642,0.002263761,0.0019019196,2.27578948e-05,0.0001987556,neutral
10:00:57,0.0006872791,0.997936547,0.0002909662,1.70363437e-05,0.000375641568,0.0006267387,7.350126e-06,5.84689369e-05,neutral
