photo,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,aluno
13:44:12-aluno24-2017-06-19-13:44:35.png,0.00301294075,0.96969223,0.00151200243,0.000186893623,0.00131678872,0.0229944047,0.000108990593,0.00117573747,aluno24
13:44:14-aluno24-2017-06-19-13:44:43.png,0.0147737348,0.9830652,0.00129358389,2.69139236e-05,0.000372103328,0.000207851466,1.2767744e-05,0.0002478823,aluno24
13:44:16-aluno24-2017-06-19-13:45:45.png,0.0117849261,0.98480463,0.0016554324,9.897749e-05,0.00039664653,0.0007970472,2.30908117e-05,0.0004392613,aluno24
13:44:18-aluno24-2017-06-19-13:45:27.png,0.08042926,0.908894956,0.002955653,0.0009368046,0.000318310078,0.00462180749,0.000172024535,0.001671201,aluno24
13:44:20-aluno24-2017-06-19-13:45:27.png,0.0300251488,0.958358169,0.00310958014,0.0006024093,0.00016751865,0.00223289616,2.03904583e-05,0.005483872,aluno24
13:44:22-aluno24-2017-06-19-13:44:43.png,0.0892162547,0.9047739,0.00110860646,0.000191959552,6.668858e-05,0.00212166528,2.26243919e-05,0.002498307,aluno24
13:44:26-aluno24-2017-06-19-13:44:46.png,0.11686568,0.880280733,0.000427539431,0.0003083177,0.0002714322,0.0002122311,4.68118242e-06,0.0016294102,aluno24
13:44:38-aluno24-2017-06-19-13:46:25.png,0.07336632,0.921484,0.0004169131,0.000101797617,6.215599e-05,0.00133416266,1.52911871e-05,0.0032193528,aluno24
13:44:48-aluno24-2017-06-19-13:45:35.png,0.06570888,0.9284204,0.000670120935,0.000189648243,5.69653239e-05,0.00119652832,8.867666e-06,0.00374854333,aluno24
13:44:56-aluno24-2017-06-19-13:46:03.png,0.09412582,0.9008584,0.0008823467,0.000292714918,8.732217e-05,0.00182706036,1.81215237e-05,0.00190822768,aluno24
13:44:58-aluno24-2017-06-19-13:47:06.png,0.07151423,0.9271506,0.000347197842,0.000165405116,2.456573e-05,0.000556702144,2.31291324e-06,0.000239000685,aluno24
13:45:00-aluno24-2017-06-19-13:46:06.png,0.076332435,0.919096947,0.000940238242,0.000341438368,3.22095329e-05,0.00121890265,6.349938e-06,0.00203147437,aluno24
13:45:02-aluno24-2017-06-19-13:46:07.png,0.115181819,0.874209166,0.002162827,0.000271485158,5.16846449e-05,0.00105012849,9.897224e-06,0.007062992,aluno24
13:45:04-aluno24-2017-06-19-13:46:07.png,0.151058957,0.8447098,0.00153151236,0.0004414905,9.42305e-05,0.00133348978,2.7601629e-05,0.000802891038,aluno24
13:45:06-aluno24-2017-06-19-13:46:08.png,0.127634957,0.8630932,0.0037815473,0.00109485688,0.000140100252,0.00264162268,3.66830973e-05,0.001577054,aluno24
13:45:10-aluno24-2017-06-19-13:46:39.png,0.0523000173,0.9462262,0.000240829933,0.000100341735,1.39001158e-05,0.0006610339,2.22769722e-06,0.00045544075,aluno24
13:45:12-aluno24-2017-06-19-13:46:42.png,0.07948727,0.911551654,0.000961592363,0.000283824134,0.000107490021,0.00402131164,3.43805877e-05,0.00355249271,aluno24
13:45:18-aluno24-2017-06-19-13:46:16.png,0.07229727,0.921610832,0.00073782634,9.325678e-05,1.92687912e-05,0.00151975674,1.18604075e-05,0.00370991952,aluno24
13:45:28-aluno24-2017-06-19-13:46:02.png,0.1497311,0.8452513,2.17685047e-05,8.276509e-06,1.986366e-06,0.00440693554,2.79743949e-06,0.000575824757,aluno24
13:45:40-aluno24-2017-06-19-13:47:13.png,0.06113793,0.916868269,0.00715392968,0.00121836842,0.00207051518,0.00564547861,0.0003098798,0.00559561839,aluno24
13:45:42-aluno24-2017-06-19-13:46:40.png,0.00170516747,0.996334255,0.0003149217,6.907347e-06,0.000620110834,0.0008830631,0.000116803079,1.87511723e-05,aluno24
13:45:44-aluno24-2017-06-19-13:47:35.png,0.001030042,0.998761833,4.96683824e-05,4.949857e-07,2.29087091e-05,0.00012830006,5.36701964e-06,1.35687094e-06,aluno24
13:45:46-aluno24-2017-06-19-13:46:47.png,0.00158334617,0.9974823,0.000142556892,3.79910648e-06,0.00012070917,0.0006029349,3.085515e-05,3.34742363e-05,aluno24
