photo,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,student
13:54:34-aluno1-2017-06-19-13:59:20.png,0.08431028,0.85709995,0.00424710568,0.001302752,0.0009813526,0.0418194868,0.00161030947,0.008628746,aluno1
13:54:38-aluno1-2017-06-19-14:00:38.png,0.0521187522,0.455805749,0.00118106138,0.00430844165,0.0003929023,0.470228374,0.0155458646,0.00041884504,aluno1
13:54:50-aluno1-2017-06-19-14:00:39.png,0.0665084049,0.9312703,0.0008377972,1.79676827e-05,2.19886056e-06,0.0004900483,2.49517961e-05,0.000848335971,aluno1
13:54:52-aluno1-2017-06-19-14:00:41.png,0.3266091,0.6642865,0.00139032886,4.12606059e-05,8.796207e-06,0.00649829675,0.001116017,4.967666e-05,aluno1
13:54:54-aluno1-2017-06-19-14:00:52.png,0.4129051,0.5852524,0.00121381588,3.03734378e-05,2.82883639e-06,8.596657e-05,5.133778e-05,0.0004581896,aluno1
13:54:56-aluno1-2017-06-19-14:00:41.png,0.0355612449,0.959251642,0.000778361748,3.231895e-05,8.727294e-06,0.00240545184,5.20564536e-05,0.001910189,aluno1
13:54:59-aluno1-2017-06-19-14:00:48.png,0.266522616,0.2840733,0.0005258241,0.000337912847,6.63850951e-05,0.438429028,0.009387485,0.00065743376,aluno1
13:55:06-aluno1-2017-06-19-14:00:59.png,0.202752456,0.7853998,0.000112538619,2.41525913e-06,4.4135e-06,0.01134889,0.000366122753,1.33656613e-05,aluno1
13:55:08-aluno1-2017-06-19-14:01:50.png,0.313084424,0.683392644,0.0001804109,2.70505916e-06,2.448441e-06,0.00307102012,0.00014013669,0.0001262097,aluno1
13:55:10-aluno1-2017-06-19-14:00:57.png,0.282955021,0.7146446,0.0004316629,2.89584e-06,4.44764737e-06,0.00164970651,0.000255403254,5.623439e-05,aluno1
13:55:12-aluno1-2017-06-19-14:01:05.png,0.212216526,0.785364866,0.000293715915,2.65029257e-06,1.23206637e-05,0.0016000804,0.000398261123,0.000111563881,aluno1
13:55:14-aluno1-2017-06-19-14:01:08.png,0.1654632,0.803016961,0.02839434,6.849094e-05,0.00017217439,0.002441638,0.000274184626,0.000169028222,aluno1
13:55:16-aluno1-2017-06-19-14:01:00.png,0.009986534,0.5038363,0.002077005,0.00398403127,0.0128438184,0.4560772,0.007965384,0.003229753,aluno1
13:55:20-aluno1-2017-06-19-14:01:10.png,0.0297583062,0.377815962,0.005003501,0.0002686965,0.000100580692,0.0023729112,0.00019271487,0.5844873,aluno1
13:55:22-aluno1-2017-06-19-14:01:09.png,0.03352491,0.7647012,0.0020778852,9.20286257e-05,4.07873231e-05,0.00120677764,0.0001378623,0.198218569,aluno1
13:55:26-aluno1-2017-06-19-14:01:10.png,0.159986839,0.8359583,0.000444758276,5.96574937e-05,9.21716946e-06,0.00283167115,0.0005898015,0.000119750963,aluno1
13:55:28-aluno1-2017-06-19-14:01:22.png,0.207262129,0.789677858,0.0003253216,3.900121e-05,1.07930437e-05,0.002071163,0.0004078696,0.000205879463,aluno1
13:55:30-aluno1-2017-06-19-14:01:24.png,0.3900125,0.606936,0.000398337346,2.733841e-05,7.004378e-06,0.00180000148,0.00074372103,7.51297048e-05,aluno1
13:55:32-aluno1-2017-06-19-14:01:28.png,0.162004143,0.827209353,0.000902033644,8.85910049e-05,9.98832547e-06,0.008291562,0.00139683322,9.749194e-05,aluno1
13:55:34-aluno1-2017-06-19-14:01:32.png,0.249509647,0.7392558,0.00167628389,0.0003217302,2.297109e-05,0.007397988,0.00133633276,0.0004792696,aluno1
13:55:36-aluno1-2017-06-19-14:01:38.png,0.453481346,0.5367182,0.00184163928,9.573758e-05,1.86322522e-05,0.00525043625,0.00247422443,0.000119792443,aluno1
13:55:38-aluno1-2017-06-19-14:01:37.png,0.429827631,0.5143353,0.0125477007,0.000846041,0.0007449856,0.03485416,0.00639702659,0.00044716167,aluno1
13:55:44-aluno1-2017-06-19-14:01:42.png,0.0179381948,0.586338,0.009579061,0.000734294066,0.0003797512,0.366846085,0.0177998543,0.000384763669,aluno1
13:55:44-aluno1-2017-06-19-14:01:44.png,0.0144825485,0.6747341,0.0183641557,0.0008893788,0.000648221467,0.2733613,0.0169903859,0.0005298713,aluno1
13:55:46-aluno1-2017-06-19-14:01:48.png,0.0248965975,0.7731186,0.003947314,0.000890235533,0.00125787815,0.167100757,0.0271743555,0.00161422207,aluno1
13:55:48-aluno1-2017-06-19-14:01:51.png,0.10064324,0.7903576,0.00106843677,7.25800055e-05,4.94336564e-05,0.101834051,0.005738048,0.000236612454,aluno1
13:55:50-aluno1-2017-06-19-14:02:47.png,0.0255361553,0.974114656,0.000116498886,1.97855343e-06,1.11118959e-06,0.0002200206,4.603039e-06,4.96232269e-06,aluno1
13:55:52-aluno1-2017-06-19-14:03:57.png,0.215352193,0.7810738,0.0004433862,0.0001344118,2.165264e-05,0.00235597556,0.0005198215,9.872831e-05,aluno1
13:55:54-aluno1-2017-06-19-14:01:54.png,0.04622638,0.950199,0.0010731566,0.000174822169,7.26288854e-05,0.00202392018,8.73515455e-05,0.000142723264,aluno1
13:55:56-aluno1-2017-06-19-14:03:28.png,0.18400161,0.815531433,0.000220500267,1.64224111e-05,1.76665856e-06,0.000207623,1.56792539e-05,4.986781e-06,aluno1
13:56:00-aluno1-2017-06-19-14:03:26.png,0.1613101,0.836491168,0.000408012565,5.56920077e-06,2.05862762e-05,0.001711446,1.9304558e-05,3.37955535e-05,aluno1
13:56:10-aluno1-2017-06-19-14:03:46.png,0.08514584,0.913169265,0.000205950171,4.465841e-06,1.78116661e-05,0.00120751816,1.10347992e-05,0.000238133885,aluno1
13:56:36-aluno1-2017-06-19-14:06:21.png,0.0259539913,0.971775,0.00044919076,1.31102934e-05,3.53753671e-06,0.00109724933,0.000109385743,0.000598513056,aluno1
13:56:39-aluno1-2017-06-19-14:05:45.png,0.129273772,0.8671944,0.000488397549,4.579e-06,1.01610867e-05,0.00281020673,0.000202359777,1.60993059e-05,aluno1
13:56:48-aluno1-2017-06-19-14:00:37.png,0.1007102,0.8815549,0.00236967416,6.564324e-05,0.000155766029,0.0140139777,0.0006185368,0.00051128,aluno1
13:56:56-aluno1-2017-06-19-14:01:13.png,0.0514096171,0.9457205,0.000260780071,4.67112341e-06,9.222885e-06,0.00223707734,4.30119944e-05,0.000315155339,aluno1
13:56:58-aluno1-2017-06-19-14:01:31.png,0.0254858658,0.967985034,0.00124554732,1.37500674e-05,4.2814936e-05,0.004500385,0.000132550078,0.000594053941,aluno1
13:57:00-aluno1-2017-06-19-14:01:12.png,0.07451803,0.891762435,0.01743836,0.000138523828,0.000121574849,0.00337804738,0.000189744169,0.01245326,aluno1
13:57:02-aluno1-2017-06-19-14:01:14.png,0.07987341,0.75757575,0.009673217,0.00759466644,0.003006189,0.128434688,0.007228328,0.00661371369,aluno1
13:57:04-aluno1-2017-06-19-14:01:17.png,0.0067032096,0.235014826,7.503223e-05,0.0025242737,0.001470005,0.7480068,0.006157585,4.8266902e-05,aluno1
13:57:16-aluno1-2017-06-19-14:02:40.png,0.00706545636,0.376239747,0.00490191346,0.000278928463,0.000468879356,0.5911827,0.01591187,0.00395046361,aluno1
13:57:18-aluno1-2017-06-19-14:02:33.png,0.357257247,0.5958579,0.00718264235,0.00366388448,0.00371929375,0.015140783,0.00480397046,0.0123742344,aluno1
13:57:20-aluno1-2017-06-19-14:03:20.png,0.312525451,0.6788789,0.000528741861,8.162768e-05,0.0001145495,0.00630999124,0.00120309589,0.000357643876,aluno1
13:57:26-aluno1-2017-06-19-14:05:29.png,0.189223275,0.7996382,0.004802006,3.17843e-05,3.70281559e-05,0.005738628,0.000400318881,0.000128749132,aluno1
13:57:34-aluno1-2017-06-19-14:09:26.png,0.107617095,0.6664555,0.0002474912,3.83927545e-05,7.930734e-05,0.2197211,0.00553774368,0.00030339224,aluno1
13:57:36-aluno1-2017-06-19-14:05:51.png,0.0483205654,0.9382793,0.00261973916,0.00012676153,0.000137790572,0.006206285,0.000133290872,0.00417630654,aluno1
13:57:42-aluno1-2017-06-19-14:05:58.png,0.004778577,0.992772758,0.002199243,1.05150048e-05,4.65392841e-05,5.86218157e-05,8.497864e-07,0.000132867426,aluno1
13:57:44-aluno1-2017-06-19-14:06:04.png,0.0125842355,0.984342039,0.000183902259,6.81306556e-05,7.790893e-05,0.00108347391,4.091004e-05,0.00161942607,aluno1
13:57:46-aluno1-2017-06-19-14:10:38.png,0.0226484947,0.974620044,0.0004606965,8.92762e-05,7.09276937e-05,0.001555579,3.74480551e-05,0.0005175642,aluno1
13:57:48-aluno1-2017-06-19-14:06:02.png,0.0343943126,0.9636456,0.0008395248,2.73808855e-05,7.172564e-05,0.000934601761,4.66324564e-05,4.025624e-05,aluno1
13:57:52-aluno1-2017-06-19-14:09:45.png,0.244701192,0.74898845,0.000231917045,5.7248013e-05,0.000178679154,0.00458600372,0.00100901711,0.0002474708,aluno1
13:57:54-aluno1-2017-06-19-14:06:48.png,0.00228124252,0.811995,0.04169777,6.99703742e-05,3.152194e-05,0.0003063616,4.44543957e-06,0.143613651,aluno1
13:57:56-aluno1-2017-06-19-14:10:01.png,4.70002759e-10,1.04322226e-05,1.46716084e-05,3.37478667e-07,4.14547979e-11,9.145005e-07,3.518221e-12,0.999973655,aluno1
13:57:58-aluno1-2017-06-19-14:10:06.png,0.1013494,0.896616,0.000450692227,7.226034e-05,2.65252056e-05,0.00117843377,0.000141106182,0.000165608566,aluno1
13:58:00-aluno1-2017-06-19-14:06:52.png,0.0460138619,0.673770964,0.000955675961,0.00247267,9.066863e-05,0.2737388,0.00240590516,0.0005514459,aluno1
13:58:08-aluno1-2017-06-19-14:10:47.png,0.05554479,0.9423996,0.000852220866,3.196851e-05,1.14196573e-05,0.0009125956,2.55161667e-05,0.0002218864,aluno1
13:58:10-aluno1-2017-06-19-14:06:38.png,0.045220647,0.9447636,0.0005514629,3.432669e-05,2.50049179e-05,0.009187972,0.000175299254,4.166344e-05,aluno1
13:58:16-aluno1-2017-06-19-14:06:42.png,0.00207426841,0.6412883,0.00293709547,6.549682e-05,1.51850672e-05,0.000514911,2.29902616e-06,0.353102475,aluno1
13:58:18-aluno1-2017-06-19-14:10:58.png,0.00768305035,0.9852493,0.00142513029,5.875353e-05,0.000237488188,0.005330935,9.75541752e-06,5.605817e-06,aluno1
13:58:20-aluno1-2017-06-19-14:11:28.png,0.0117417527,0.93614316,0.00207817531,0.000363933184,0.000478605652,0.0488851219,0.000197188885,0.000112084505,aluno1
13:58:22-aluno1-2017-06-19-14:11:03.png,0.02891375,0.796447933,0.00250181,0.001154922,0.00155918859,0.168230817,0.00110037078,9.11891e-05,aluno1
13:58:24-aluno1-2017-06-19-14:06:46.png,0.007064164,0.992019355,0.000568274467,4.52633e-06,0.000133745372,0.000186657548,1.01851165e-05,1.31077159e-05,aluno1
13:58:26-aluno1-2017-06-19-14:11:20.png,0.0149605954,0.9702143,0.009042202,0.000239473971,0.0008288831,0.003959542,0.000211983788,0.0005430062,aluno1
13:58:28-aluno1-2017-06-19-14:11:15.png,0.005055875,0.992610157,0.0011504034,3.12168268e-05,0.00023859393,0.000764197,3.78566037e-05,0.000111729292,aluno1
13:58:30-aluno1-2017-06-19-14:11:34.png,0.00424336363,0.9948667,0.0005154043,4.26294037e-06,7.275213e-05,0.000286109949,7.106381e-06,4.24868631e-06,aluno1
13:58:34-aluno1-2017-06-19-14:06:50.png,0.008485446,0.9887254,0.00258873915,6.9703874e-06,5.094689e-05,0.000138270771,1.10286067e-06,3.09630764e-06,aluno1
13:58:38-aluno1-2017-06-19-14:06:58.png,0.0437423959,0.7836016,0.000205634264,8.662274e-06,5.94073026e-05,0.172014475,0.0003593299,8.495929e-06,aluno1
13:58:40-aluno1-2017-06-19-14:06:53.png,0.0428574979,0.926085353,0.0007824423,2.86672312e-05,0.0001786217,0.0296947341,0.00032020174,5.24631723e-05,aluno1
13:58:42-aluno1-2017-06-19-14:11:41.png,0.140739813,0.7724069,0.000817444467,6.254747e-05,0.000213230116,0.08435716,0.00131576462,8.716397e-05,aluno1
13:58:54-aluno1-2017-06-19-14:11:52.png,0.157805145,0.841213,0.000233996718,1.08581135e-05,5.939055e-05,0.0003005334,1.26517325e-05,0.000364456442,aluno1
13:58:56-aluno1-2017-06-19-14:11:53.png,0.143888354,0.84175384,0.004467346,0.000102991704,0.00027504348,0.00913872849,0.000234198757,0.000139471944,aluno1
13:59:00-aluno1-2017-06-19-14:07:06.png,0.039535,0.950667858,0.006403876,0.00021525535,0.000313366181,0.00254097278,4.26737e-05,0.000280991255,aluno1
13:59:02-aluno1-2017-06-19-14:12:01.png,0.00804461353,0.6520234,9.986879e-05,0.000207370525,2.956759e-05,0.339151621,0.000396347139,4.7245e-05,aluno1
13:59:04-aluno1-2017-06-19-14:12:09.png,0.0117316861,0.9843259,0.000922023435,0.000127181062,1.15808671e-05,0.0022388862,3.42861858e-05,0.000608442351,aluno1
13:59:12-aluno1-2017-06-19-14:12:49.png,0.008414194,0.9732463,0.000399181619,4.83276781e-05,0.000274539081,0.0009890172,9.396258e-05,0.0165344756,aluno1
13:59:20-aluno1-2017-06-19-14:12:55.png,0.02658005,0.9383723,0.00146045908,0.000305105845,0.0011647105,0.0220877733,0.00267492444,0.007354664,aluno1
13:59:24-aluno1-2017-06-19-14:07:22.png,0.0578059442,0.8552258,0.00224859477,0.000542748661,0.0013896632,0.06570574,0.007984477,0.009097035,aluno1
13:59:30-aluno1-2017-06-19-14:13:02.png,0.01263969,0.9832739,0.0004720718,2.205098e-05,1.34957254e-05,0.003540569,1.90738156e-05,1.91257277e-05,aluno1
13:59:32-aluno1-2017-06-19-14:13:04.png,0.0346627161,0.9584105,0.0005012797,8.505301e-05,5.02631065e-06,0.00619521365,8.508789e-05,5.51507328e-05,aluno1
13:59:34-aluno1-2017-06-19-14:13:02.png,0.019385431,0.974852741,0.00153619458,8.97382852e-05,3.09094976e-05,0.003965457,4.79339578e-05,9.157858e-05,aluno1
13:59:36-aluno1-2017-06-19-14:07:27.png,0.07179115,0.919856131,0.00183776394,0.000308456132,3.331536e-05,0.00572720869,0.000207650883,0.000238324152,aluno1
13:59:38-aluno1-2017-06-19-14:13:04.png,0.05156302,0.9347892,0.00204425026,0.000225288575,2.913309e-05,0.0111918347,7.77607347e-05,7.952268e-05,aluno1
13:59:40-aluno1-2017-06-19-14:13:06.png,0.03222193,0.9617054,0.000815182459,3.81207719e-05,1.27988023e-05,0.005160521,2.5339672e-05,2.07468274e-05,aluno1
13:59:42-aluno1-2017-06-19-14:13:06.png,0.0248606652,0.971773,0.00037923138,2.28837325e-05,5.37189544e-06,0.00290810736,1.34269667e-05,3.72990871e-05,aluno1
13:59:44-aluno1-2017-06-19-14:13:53.png,0.0210054722,0.953538954,0.00574405,0.00141714548,0.00133999623,0.006612036,0.000100915771,0.0102414489,aluno1
13:59:46-aluno1-2017-06-19-14:13:08.png,0.0339455381,0.914126039,0.00178822165,0.00103075709,5.208478e-05,0.048499465,0.000166790851,0.000391127542,aluno1
13:59:50-aluno1-2017-06-19-14:13:09.png,0.0167879611,0.8383034,0.000191519677,0.000692618,0.0002867504,0.136828378,0.006648838,0.000260566856,aluno1
13:59:52-aluno1-2017-06-19-14:13:10.png,0.0242678616,0.9729031,0.0005667156,9.947113e-05,0.000294336438,0.000654085947,0.00014510777,0.00106933177,aluno1
14:00:08-aluno1-2017-06-19-14:13:45.png,0.034894526,0.9648835,0.000105911487,2.84814928e-06,4.63193231e-07,0.0001004831,4.72993543e-06,7.54686243e-06,aluno1
14:00:10-aluno1-2017-06-19-14:14:21.png,0.0463837124,0.9293018,0.0009814001,0.00126834377,0.00180747244,0.0187177435,0.0005147436,0.00102480047,aluno1
14:00:16-aluno1-2017-06-19-14:14:34.png,0.00211726222,0.936409,0.0492470972,3.389954e-05,9.1656475e-05,6.428845e-05,5.44054842e-07,0.0120362686,aluno1
14:00:18-aluno1-2017-06-19-14:14:23.png,0.084357,0.9139091,0.000785275246,8.90447554e-05,1.44523638e-05,0.0006957684,6.578158e-05,8.362588e-05,aluno1
14:00:22-aluno1-2017-06-19-14:14:27.png,0.04410042,0.7340984,0.0113921557,0.00330805173,0.000390706147,0.204458043,0.000789838436,0.001462382,aluno1
14:00:24-aluno1-2017-06-19-14:14:31.png,0.036272347,0.758429766,0.000446482241,0.00152673107,8.625327e-05,0.201527938,0.00161128887,9.920006e-05,aluno1
14:00:26-aluno1-2017-06-19-14:14:36.png,0.006547419,0.892589,0.00187174964,0.0006331561,0.000105870757,0.09464711,0.000480234943,0.0031254983,aluno1
14:00:28-aluno1-2017-06-19-14:14:38.png,0.00895785447,0.275220335,0.00115354906,0.003313237,0.0001213029,0.7101692,0.000870626653,0.00019391581,aluno1
14:00:34-aluno1-2017-06-19-14:14:47.png,0.11262235,0.850073159,0.000303300243,0.000111153095,0.0002012761,0.0292191058,0.002682998,0.004786671,aluno1
14:00:36-aluno1-2017-06-19-14:14:51.png,7.677174e-05,0.0837145448,0.000193214088,0.000177282578,1.07949763e-05,0.869105339,3.3929955e-06,0.046718657,aluno1
14:00:38-aluno1-2017-06-19-14:14:53.png,0.229925573,0.76951,0.000310469361,2.68416579e-06,6.829176e-06,0.000231574333,3.30742932e-06,9.595844e-06,aluno1
