photo,sadness,neutral,contempt,disgust,anger,surprise,fear,happiness,aluno
8:07:34-aluno10-2017-06-19-08:07:35.png,0.00109836657,0.9956392,0.00300087361,9.667561e-06,7.31936161e-05,7.75369e-05,1.47561161e-06,9.967526e-05,aluno10
8:07:38-aluno10-2017-06-19-08:07:39.png,0.001386487,0.969394267,0.000847511867,3.948962e-05,0.000116450952,0.00148487568,2.193355e-05,0.02670897,aluno10
8:07:40-aluno10-2017-06-19-08:07:41.png,0.0009557454,0.193834841,0.007815754,0.00261228834,0.0042965766,0.00229209522,0.0001589578,0.7880337,aluno10
8:07:42-aluno10-2017-06-19-08:07:43.png,0.004867967,0.977435231,0.00134900131,0.0036439437,0.000356349046,0.0115951709,9.403327e-05,0.000658275152,aluno10
8:07:44-aluno10-2017-06-19-08:07:45.png,0.00143106817,0.9944569,0.003840578,8.280452e-06,0.0001046113,0.000125457213,3.64480456e-06,2.94986439e-05,aluno10
8:07:46-aluno10-2017-06-19-08:07:47.png,0.0246523451,0.9638726,0.009764796,0.000176962174,0.000182927441,0.00129925262,2.29963225e-05,2.80809891e-05,aluno10
8:07:50-aluno10-2017-06-19-08:07:51.png,0.0264878422,0.9489466,0.0212905221,0.000476168585,0.000486220029,0.00223174552,4.868629e-05,3.224418e-05,aluno10
8:07:52-aluno10-2017-06-19-08:07:53.png,0.00645041559,0.987419665,0.00409516273,5.492202e-05,0.000425184146,0.00150619587,4.309399e-05,5.372663e-06,aluno10
8:07:58-aluno10-2017-06-19-08:07:59.png,0.00680509675,0.97709614,0.010262453,0.0001086308,0.00149489276,0.00416980172,4.728074e-05,1.56877959e-05,aluno10
8:08:02-aluno10-2017-06-19-08:08:03.png,0.0140193114,0.911713064,0.0468438827,0.00162232539,0.0077785,0.0175629556,0.000369625341,9.032145e-05,aluno10
8:08:04-aluno10-2017-06-19-08:08:05.png,0.01090141,0.9405324,0.0149422558,0.0008731052,0.00246021454,0.0294615,0.000776712841,5.24445422e-05,aluno10
8:08:06-aluno10-2017-06-19-08:08:07.png,0.00632496737,0.9847567,0.00671399,7.190493e-05,0.000472608779,0.001578456,5.89766023e-05,2.24039577e-05,aluno10
8:08:14-aluno10-2017-06-19-08:08:15.png,0.002826326,0.983945131,0.00178581185,9.63683342e-05,2.92878267e-05,0.000445130339,5.367612e-06,0.0108665759,aluno10
8:08:16-aluno10-2017-06-19-08:08:17.png,0.00215234864,0.682427764,0.005309084,0.00362255983,0.001009642,0.00363054569,9.75592557e-05,0.301750481,aluno10
8:08:18-aluno10-2017-06-19-08:08:19.png,0.00499467924,0.989634335,0.00460065575,3.95363022e-05,0.000461460935,0.000101149722,6.661007e-06,0.000161518765,aluno10
8:08:20-aluno10-2017-06-19-08:08:21.png,0.00277300039,0.993270338,0.003632783,1.16072069e-05,0.000102034915,5.466163e-05,2.374223e-06,0.000153199726,aluno10
8:08:22-aluno10-2017-06-19-08:08:23.png,0.0370732471,0.94802165,0.01008495,0.00153602054,0.00156274985,0.000949995,4.08797241e-05,0.0007305082,aluno10
8:08:32-aluno10-2017-06-19-08:08:33.png,0.0139257312,0.9511316,0.0115333479,0.00216932013,0.0027573565,0.013412375,0.0003104604,0.004759816,aluno10
8:08:36-aluno10-2017-06-19-08:08:37.png,0.0178857576,0.940638363,0.0149997817,0.00158693059,0.00189511862,0.0136520518,0.000428932224,0.008913091,aluno10
8:08:38-aluno10-2017-06-19-08:08:39.png,0.0100829825,0.96943897,0.01066626,0.0006113577,0.0007441127,0.00312154344,0.00018000626,0.005154768,aluno10
8:08:42-aluno10-2017-06-19-08:08:43.png,0.00679565966,0.982295454,0.00242857775,0.000726839,0.000383274484,0.00516466144,3.73888361e-05,0.00216816133,aluno10
8:08:50-aluno10-2017-06-19-08:08:51.png,0.0196988471,0.9656695,0.00632231543,0.000223783936,0.00029723614,0.000100106226,1.06635871e-05,0.00767754158,aluno10
8:08:52-aluno10-2017-06-19-08:08:53.png,0.07894514,0.6440559,0.09594684,0.07775839,0.045430243,0.00662804162,0.00272034016,0.0485151261,aluno10
8:08:56-aluno10-2017-06-19-08:08:57.png,0.00499680871,0.991021752,0.000559655251,0.00122121326,0.000176595771,0.00158773945,1.0287069e-05,0.000425959821,aluno10
8:08:58-aluno10-2017-06-19-08:08:59.png,0.00627553975,0.9897963,0.0006149733,8.35020255e-05,4.85745622e-05,0.00254545175,2.17117922e-05,0.0006139794,aluno10
